observation_uuid	observer_id	latitude	longitude	positional_accuracy	taxon_id	quality_grade	observed_on	anomaly_score	photo_uuid	photo_id	extension	license	width	height	position	observer_login
d6b69936-d0d1-4833-a6ac-a8563829fb64	1975698	47.9877983056	7.7790995818	1.0	135104	research	2020-03-14	15.13628023011344	dc8b3ba5-ccf4-45d0-ae9c-21bc3e32a7a6	63491354	jpeg	CC-BY-NC	2048	1363	0	corinnah
3fab9091-87e8-4071-9e84-d5ab66f51c7e	1409499	51.8217075	9.4903786111		135104	research	2024-09-04	9.99130216645606	4aee500d-72c6-4004-8cbd-81013d3c5886	427486861	jpg	CC-BY-NC	1000	750	0	knarfoh
889f5bd0-e875-4272-8cdb-0ea44a2b3b7c	6323475	45.7366533333	4.7174833333	10.0	135104	research	2022-09-29	5.771942449835453	bd2de648-59b0-48c8-aecd-b1f4dd6fe54d	248978401	jpg	CC-BY-NC	1536	2048	0	nivajo
267bc97d-efa8-407f-855c-db1f9492052a	1761380	47.2691081539	8.6877178427	22.0	135104	research	2023-09-14	15.73697047889548	db23721a-2661-4d3f-aadd-36579fb3e6fd	320404785	jpg	CC-BY-NC	1536	2048	0	timo27
86859d63-81d4-4842-90ff-38d0c8f56b15	2437460	47.5516366667	14.653055	53.0	135104	research	2023-05-24	14.18298172782548	a025bacc-540c-4e09-a596-6a55694db127	282744925	jpg	CC-BY-NC	2048	1536	0	alexmaringer
095ed170-3eb8-44d5-b45e-cb98b7ea4a83	26480	49.442813	8.700829	30.0	135104	research	2017-05-20	8.791791541235789	2686d51e-2501-4b27-83e1-aac652392ed3	7935053	jpeg	CC-BY-NC	1358	1056	0	redhat
b1e73c42-37b0-4ad9-a506-a4fb281c29a1	1412837	46.9997785486	6.9348951101	29.0	135104	research	2022-05-14	12.460385155215256	e595e0f3-90f9-4065-b517-c4d6282e03e7	197748092	jpeg	CC-BY-NC	2048	1365	0	solution_de_la_salamandre
54e1c752-20d2-473c-b0a5-e5ac92c89f8d	753141	50.5943597519	8.5863068604	217.0	135104	research	2011-06-07	10.737374661460755	e3cef724-9dc8-4fd1-820d-1ae0da3f6241	143247125	jpeg	CC-BY-NC	1526	802	0	jjourdan
b8ca65c6-130c-4526-b486-1180322d85a4	4065983	47.0838075013	11.4372537843	2.0	135104	research	2009-05-09	14.563642008594735	877e349f-7999-429e-9ddd-d940675e8e25	119296215	jpeg	CC-BY-NC	1040	1371	0	wolfgangbacher
54247676-aab1-4caf-832b-40fdfca2344f	8633610	51.0878598279	5.3205001282	8.0	135104	research	2024-12-08	13.242897165305193	52ce3068-719c-4b0b-8098-f75b368eee4b	455997928	jpg	CC-BY-NC	1536	2048	0	saim_akbas
cbb10bfa-1d3f-4c76-8952-47bcc0af3018	6226613	47.1674416667	14.6621	27.0	135104	research	2023-05-15	12.68125347779962	bdc1c94d-1b72-490e-99bb-334285608c3d	280912943	jpg	CC-BY-NC	1536	2048	0	pamip
0f032357-eef5-459e-abc9-bc05ec294ac1	144549	45.9606830997	11.5547827		135104	research	2021-09-17	14.117910695874922	f3b7a11b-b514-47a4-9db7-1d89471674c8	157885454	jpeg	CC-BY-NC	2048	1536	0	mpi
cb1fcced-ffe3-4c73-bbbe-c637770e91eb	1824031	45.4512372176	9.6365458544	27158.0	27717	research	2017-11-18	8.89637314488668	337a4c83-5326-48dd-83c6-2f234cd8a394	58005143	png	CC-BY-NC	1080	1920	0	adtll
e5afef76-a83c-4cb3-bf9a-7a0aee24dff2	3760696	47.1548782472	15.9424186448	26903.0	27717	research	2023-07-29	13.97213960353104	98d39b60-a748-4dfb-8f35-ca657142b672	305028607	jpeg	CC-BY-NC	921	2048	0	snakeshead
dd9c8d2c-3e5a-40d3-97d3-7c48c3d8278b	487256	45.4689684252	11.0151494453	27158.0	27717	research	2016-03-04	4.132651293922351	967651d1-7ae2-4e30-9686-59a823fd513d	10452923	jpeg	CC-BY-NC	1200	800	0	oscarspiders
2cb4c5b0-edde-4255-8059-b82381c28546	384651	45.831039838	13.0873013537	27095.0	27717	research	2012-10-27	5.564617883146962	2feb6dfb-741a-4436-b01e-4c8db4dc3ff0	7836928	jpeg	CC-BY-NC	2048	1536	0	arianna_spada
99587f1e-b611-4b80-977e-7284fb5e8723	1512285	42.5412543401	12.6091428609	27630.0	27717	research	2024-04-17	7.043503624085608	e24f87d1-e970-44ef-a5b0-66526aef85f2	367482727	jpg	CC-BY-NC	1536	2048	0	rgm95
aedaa50b-f3c8-4fe4-9148-ebe626f156e8	7155028	42.3715023327	12.6739687429	27661.0	27717	research	2023-07-21	7.043503624085608	5e14e1a9-234f-4439-9856-b38eb923d550	302553259	jpg	CC-BY-NC	1536	2048	0	simonefrainetto
cb58559f-5ec6-4e75-95b8-8cd57ae51e41	1052343	44.5416255855	8.7156129123	27317.0	27717	research	2019-06-07	3.728904932963402	0a975384-4cd0-4dce-9f0d-f14c32f890a8	45303590	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
bfbe0221-7b58-4058-b2d7-ae389b48fa3c	6225688	47.1274983333	16.0987533333		27717	research	2023-04-30	13.97213960353104	bc665fc1-3a0c-4746-ad42-b8fbe222f0f6	276290193	jpeg	CC-BY-NC	2048	1365	0	nadinewm
d0c8c3ac-0981-4dc5-8b85-a3f4c894e933	371859	42.1351822382	12.8025857567	27692.0	27717	research	2020-03-08	6.553556214984309	8a4f57fc-a72d-4be1-afae-dffdb3f55eae	64202286	jpeg	CC-BY-NC	2048	1536	0	mcaporioni2019
89519cec-3048-4e0c-8d67-b9e5738dfa90	1052343	44.5851938849	8.6106425705	27317.0	27717	research	2019-06-07	3.728904932963402	e385d0e2-8616-4752-9dec-4f71a74b50a6	43141101	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
4245780c-a595-486d-95dc-d763e087af1c	6523875	45.1912069523	7.87766558	27222.0	27717	research	2024-10-13	5.262782412109674	de5c27c8-4182-4d93-a72e-93e4710534fc	441341906	jpeg	CC-BY-NC	2048	1536	0	ezio64
b74ee20d-de2e-471e-a6e4-8897667b13bb	675914	46.0292561638	8.9183655057	27063.0	27717	research	2024-04-11	4.690726578658562	d7a03f60-1358-4eac-b53c-dea7004a5f5e	366783453	jpeg	CC-BY-NC	2048	1365	0	vaudoiseaux
5dfc83d5-8676-419a-9fa0-73569d9a460e	814299	42.1654995373	13.7149392176	27692.0	27717	research	2022-08-19	7.17181038792337	2e992d5a-d8e0-4833-8953-055b7874a57a	223737435	jpeg	CC-BY-NC	1536	2048	0	daniele_birtele
6e25ef82-4bad-43fc-a1ad-15d274774330	1052343	44.4477139761	8.6183715681	27317.0	27717	research	2019-06-07	3.728904932963402	df3bcdc6-0954-4e21-9e84-860d090e9efc	45303152	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
d3bbaf42-8a3e-4b98-99a6-384d0f10f70d	8592415	47.2596108	15.7085499	205.0	27717	research	2024-09-21	10.428176784912065	0e0ce527-1ec7-465d-812f-49e744f279e3	433326419	jpeg	CC-BY-NC	1536	2048	0	holzerd217
9e7eea6d-d988-4444-9d63-b2d6627e3a02	3578337	45.6298478172	9.6712635469	27126.0	27717	research	2023-08-10	3.430295433891937	a3a88505-ae0f-48fa-b460-12fe7200e4e4	311560668	jpeg	CC-BY-NC	2048	1536	0	samuele2010
ab43c3c9-240b-413b-b0cc-41c40b670923	1052343	44.5161568438	8.6037319383	27317.0	27717	research	2019-06-07	3.728904932963402	2282d633-bb32-4c79-9bde-c8a76dbc38b1	46083357	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
39efc8ba-6edf-4a3b-969b-2d209f9191e8	811554	48.8441481647	15.8599139845	8.0	27717	research	2019-05-22	1.5683025522747749	f1ed6cf9-1d0c-439a-9a1f-7b4c193649f5	432554061	jpeg	CC-BY-NC	700	467	0	matuty
6ec32437-2aba-4ed7-846d-ba6ed473152a	6209846	47.1429766667	15.5579066667		27717	research	2024-03-04	10.428176784912065	42c6efa5-3384-414d-9d67-b8d4ca97ec55	356030957	jpeg	CC-BY-NC	2048	1536	0	refia
645cbaad-3257-4bf5-bbfd-d2c5170503ca	6209846	47.1429183333	15.55791		27717	research	2024-02-29	10.428176784912065	298a136e-00ab-4075-b58a-97385fbc5ab2	354437311	jpeg	CC-BY-NC	2048	1536	0	refia
89e08bbd-d033-4ca6-827c-e0da66caa0b6	4584474	47.0765391967	15.5364402384	40.0	27717	research	2022-04-07	10.428176784912065	325f8642-2aa1-4481-9574-2063f31f2426	186708909	jpeg	CC-BY-NC	1536	2048	0	ilse_schlor
bad58663-dbbd-4d99-9e3f-a91b5b2b1a42	408422	45.4990281114	8.4844699958	27158.0	27717	research	2021-05-16	6.868308699448943	ae57813c-436a-4ae9-9611-66f6bea12410	129331284	jpeg	CC-BY-NC	1151	2048	0	fabio_giuseppe
03b0aba5-6940-41ae-be70-fb58f4dca7d5	30480	43.0853783548	10.9727409427	27537.0	27717	research	2016-05-18	6.1314781808258125	b4f3020b-44cf-43f4-80cd-8964475b596a	3724018	jpg	CC-BY-NC	1600	900	0	emilianomori
cf21f7e1-fe75-4e14-81a1-d6564315d41f	487256	45.5183549259	11.0430003273	27158.0	27717	research	2019-04-27	4.132651293922351	0218a360-bcac-4487-beb1-59720393ec06	36252234	jpeg	CC-BY-NC	1200	800	0	oscarspiders
88fc5499-544e-4248-b618-32ff67eeec55	1052343	44.5545733466	8.6692944871	27317.0	27717	research	2019-06-07	3.728904932963402	0bd0fe22-7d59-4aff-9b87-9cafce7a55ac	44083045	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
653ac068-19dd-4b67-ac84-09d3cc01fbf1	1871134	45.1745693696	13.8466221343	4.0	27717	research	2021-08-08	5.57366358437572	1159c1d7-9094-4ac1-993b-07e477ea5968	149482163	jpeg	CC-BY-NC	2048	1536	0	jednolist
01326c23-2020-41fe-9ff0-0906018a5c10	6567052	48.3127888889	16.271075		27717	research	2023-06-10	3.3309210592241434	69e9008b-db94-4fef-a3fe-09a2056a4524	288424592	jpg	CC-BY-NC	922	2048	0	robert3941
4adab963-cf21-42f9-a677-b104bac9f517	344690	44.664740158	8.5215529408	27285.0	27717	research	2020-10-02	3.447329863843925	a78cbda1-89e0-4412-936d-7b3f7ae7a1dc	98698732	jpeg	CC-BY-NC	2048	1536	0	paolafallabrini
8cb546e5-90e8-41fd-b7ef-6712d8184793	1052343	44.5107522687	8.7196213845	27317.0	27717	research	2019-06-07	3.728904932963402	dd35fe8e-823d-44e2-a128-09f075e5067d	43142557	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
1f2020eb-c149-4be1-b2f3-bf8fa98e9459	140932	45.1154352601	7.8692309897	27222.0	27717	research	2017-11-05	5.262782412109674	4ac6a027-3286-4a46-9f62-6075f8fce82b	11712104	jpg	CC-BY-NC	1600	1200	0	sandra_buzio
1b3ae455-aa6b-4041-a961-f18e673653c9	2669509	41.8539809727	14.0954969371	27723.0	27717	research	2019-08-01	7.668762473042682	9dc91e43-8ea2-4f07-bd82-0e5996bf9477	92797235	jpg	CC-BY-NC	1767	1180	0	giulia_gagliardi
24610009-7bc3-4642-9e8b-bb2d233163ce	6854328	48.1635833333	15.60725		27717	research	2024-04-28	3.118266868567974	60a5cb18-03dd-4af7-b580-33dadc5c4cf0	372952882	jpg	CC-BY-NC	2048	1367	0	hainbuche
00a8d2a1-01ba-42e7-9129-ffecaee56b00	855241	43.9372951028	11.9099209055	27411.0	27717	research	2023-06-26	6.844417256074574	533e691c-04ce-464c-9265-de79097df06c	294922655	jpeg	CC-BY-NC	2048	1536	0	cappellaccia
c9faeb08-fed8-47a6-9b2d-2d461b54da87	1273764	45.6867020174	10.3075444286	27126.0	27717	research	2019-08-08	8.513974420068198	e23bca94-a93b-48f8-b1c5-ede92b3479ae	47552177	jpg	CC-BY-NC	856	852	0	windarproject
4ab5a97b-4b7d-4f4e-b8ba-d89adde987cc	20518	42.0379639512	12.659101125	27692.0	27717	research	2016-11-25	3.79690374055176	6f08ba1d-c68c-412b-b257-4e526514babe	5610481	jpeg	CC-BY-NC	900	632	0	finrod
7aec98e4-e4ab-4d45-bb29-d2ece5fafafa	6709614	47.1089558445	15.4089957476	4.0	27717	research	2020-04-28	10.428176784912065	a7578a0d-ddc7-45e4-88ca-6bc409122aa1	343734828	jpg	CC-BY-NC	1562	1002	0	klausalix
89ea0eb2-4377-480c-ae5d-3693521d0369	4862193	47.0767219825	15.4754447912	100.0	27717	research	2023-10-20	10.428176784912065	95b7a80f-65d4-40ed-a8d9-1c506aa096ec	329710110	jpg	CC-BY-NC	564	794	0	thopf
3166e85c-db02-4f21-8e5f-038efc678a2f	7525177	47.1219342259	15.4894687235	19.0	27717	research	2024-10-16	10.428176784912065	74e65dac-e282-42e8-b4ae-69827e8b162a	442313640	jpeg	CC-BY-NC	1536	2048	0	benjigaggl
212e5873-a8c5-4518-bebb-0ff7aadeddf9	1439752	43.9401320951	12.4350519054	27411.0	27717	research	2022-04-05	7.181036930256903	b0aacde8-ebf6-48cd-8059-9a3c4579f507	187669176	jpeg	CC-BY-NC	768	1024	0	sirlu
e24e96b0-7355-4910-8212-d4e0f0f46b18	6396259	47.1382928978	15.400833115	7.0	27717	research	2023-04-27	10.428176784912065	07727fdf-5dcb-4a5d-9dcc-71862c815629	271348353	jpeg	CC-BY-NC	2048	1524	0	romana_holzer
d50f630f-7e23-43b7-bdf5-c9a0cf054c22	1052343	44.5569138411	8.7137963801	27317.0	27717	research	2019-06-07	3.728904932963402	0b083321-5802-415c-b1d5-ef4759c2d83f	43144900	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
193ab88f-acf3-4f87-83bd-7a4b8cfd0410	1052343	44.4235794737	8.7201139608	27317.0	27717	research	2019-06-07	3.728904932963402	0652e4fe-f11e-4206-9f93-cef30e11f0f6	43138055	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
eb9a1a95-4559-49d2-a9d7-a88de26a6513	1052343	44.4596924858	8.7450821545	27317.0	27717	research	2019-06-07	3.728904932963402	07404c64-0898-439a-b1bf-3e166f3c4070	43140087	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
f87350a3-37f0-4e0c-9322-82e199915194	30480	43.0453205611	10.834124725	27537.0	27717	research	2016-05-18	6.1314781808258125	f19d90d5-1b0a-476b-b468-ae8839252f5d	3724012	jpg	CC-BY-NC	1600	900	0	emilianomori
95bc97bd-9eef-410c-8094-0d7fc8bd4d27	3705497	47.108031245	15.4990476712	1.0	27717	research	2024-05-17	10.428176784912065	d1b2a869-1f78-41d1-a6b1-5c586d304426	385496842	jpeg	CC-BY-NC	2048	1536	0	annikazeller
96f1df7d-af33-4be9-85e3-aece7ffbd24a	3949919	45.4657138889	13.8972083333	4.0	27717	research	2024-04-08	2.0796601262453107	6bd47ba1-d723-4da7-8133-82de0dfcc346	364895530	jpeg	CC-BY-NC	2048	1536	0	mani_raab
cc932f67-75a1-428e-beff-17bc2af3f93a	214518	41.4507547197	13.0607425833	27785.0	27717	research	2014-11-02	3.900562153487909	30f8c767-5747-41b7-8eb4-d3cd59877163	3491192	jpg	CC-BY-NC	2048	1536	0	dinobiancolini
81b65be4-83ea-4221-b2dc-a262ab1703af	4339646	46.8646305926	16.3397028297	87.0	27717	research	2024-04-08	13.97213960353104	77f81a1f-1264-4daf-b96e-9b31abe9713b	364421465	jpeg	CC-BY-NC	638	906	0	horvath_zsofia
acf5f392-c935-4c3d-b537-5b94f6036b94	1052343	44.5746170589	8.7146777945	27317.0	27717	research	2019-06-07	3.728904932963402	0c504e35-4708-4695-9c58-53571153476a	44084598	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
6cf828d0-903a-43fe-b69c-911a02782b57	486535	45.9423373989	8.9107787669	27095.0	27717	research	2019-04-21	4.690726578658562	b0804652-cb89-4a64-a8f8-3af766f3b086	58516324	png	CC-BY-NC	2048	1384	0	rejber
83a7dd5f-a7b0-4534-8416-2339be8f1ccc	6225505	46.951648722	15.5032626539	296.0	27717	research	2023-05-03	10.428176784912065	86dda8c9-58ce-47c2-a98d-b57bff25a8a1	277028491	jpeg	CC-BY-NC	1178	1648	0	kalina_hable
5966c4a0-860e-40a1-bd06-9df8a334cfa4	5130964	47.0706751312	15.4395038635	10125.0	27717	research	2022-04-26	10.428176784912065	e4e2129e-c86b-455e-a718-e78f639f5dea	190743731	jpeg	CC-BY-NC	1702	1587	0	launebaer
f407f751-8c5c-4bf8-a03c-c06898e13eff	1052343	44.5833778149	8.7782898676	27317.0	27717	research	2019-06-07	3.728904932963402	519d90ed-21e3-463d-8c56-9fdf5f0e7197	43013140	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
c07ae91f-b8ef-42fa-9875-e9abe6843d72	1583509	47.7988	13.39566	1457.0	27717	research	2024-03-03	1.1694690717121252	295ee003-1bf2-40a0-9719-fdacb8767647	355061216	jpeg	CC-BY-NC	2048	1365	0	annhaarr
7b283fc4-da9d-4115-821e-3d298c5e4b2a	2840640	43.0817059298	13.04440303	27537.0	27717	research	2023-10-29	7.462307559210076	41561f44-dfed-4d03-8e0d-a4d3400b150a	332473698	jpg	CC-BY-NC	1772	1330	0	david_fiacchini
175061c1-7849-455c-8dac-98d8ca9ce022	1052343	44.4686015439	8.7213725045	27317.0	27717	research	2019-06-07	3.728904932963402	a065afc3-2d9b-4154-980b-7d29a9315657	42398486	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
cce79110-8dfc-440d-a1f5-c77dc7f5a06e	2421629	42.1696834055	12.9514927636	27692.0	27717	research	2020-05-23	6.553556214984309	710314e0-c034-4642-8c5e-43fe94fd59c9	93577861	jpeg	CC-BY-NC	2048	1365	0	sandra632
b89e0783-f944-4215-b4ab-a3eb18017714	2396921	45.8936797669	9.5235115134	27095.0	27717	research	2024-07-20	3.424509976935148	38a71f42-0066-459d-9873-b27c6aa3d14b	409277526	jpeg	CC-BY-NC	1620	1080	0	antonioceruti963
78026ba5-286f-496f-b8aa-ab5f3b31507d	787970	47.855591	13.3434218	8086.0	27717	research	2023-05-20	1.1694690717121252	47bee870-0a8e-40ab-a101-9d0a7280a353	281336540	jpeg	CC-BY-NC	2048	1536	0	btree
7ae5d914-3d77-43ee-b22a-62dde02eb7e3	6038571	48.0169833333	15.1590971667	5.0	27717	research	2024-04-05	1.089191663548157	8ab354ec-e87b-4a78-b517-61bfd022fc02	363373524	jpg	CC-BY-NC	1536	2048	0	austriansteve
9a698e41-0e86-479c-b3d2-191c057817c6	1052343	44.5593327321	8.772714534	27317.0	27717	research	2019-06-07	3.728904932963402	0db744a0-5e7e-493d-89d6-0f8b78e1ae11	45927095	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
3600b69c-3786-4300-8a5d-7f2d04c85f4e	5217934	41.6744192906	12.5343295115	27754.0	27717	research	2018-07-28	1.8637817866183275	6bcc77d7-b510-4697-897a-c9a451fc2e28	182418420	jpeg	CC-BY-NC	1200	800	0	a_calabrese
5d495294-ae0d-4d2b-ba8f-618327979990	6567052	48.3126961326	16.2737046659	1.0	27717	research	2018-05-03	3.3309210592241434	ed6d0e49-d311-4eb5-ac10-7cbe62a2a0cd	260847632	jpeg	CC-BY-NC	1152	2048	0	robert3941
ea351e4c-a1de-46f0-b70e-b32daa4323c6	4617731	47.1923287813	14.7994166297	4.0	27717	research	2023-06-02	1.2173173128318928	75b2bf37-ee7c-4a78-b1e6-b995826337cc	285924306	jpg	CC-BY-NC	1000	750	0	silke_paumann
b3d69c17-71b9-4b4a-82c3-9aea70ec44bb	1052343	44.4380868646	8.7960337407	27317.0	27717	research	2019-06-07	3.728904932963402	fdfba54b-99d3-44f7-b6a7-45c847e18fb9	46083456	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
de4853d7-f94b-4ea2-868c-f22d29871c3c	1052343	44.488084195	8.776140854	27317.0	27717	research	2019-06-07	3.728904932963402	993b135c-b92a-4479-a405-c5393989afe9	44085631	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
6943280b-02bd-4f8a-9977-41275d5ba0db	92931	45.9538563225	11.130599941	27095.0	27717	research	2018-03-29	4.521179657155097	2decdd8b-6dc9-41fb-9c34-d9e263b223fc	14612443	jpeg	CC-BY-NC	2048	1536	0	karol_tabarelli_de_fatis
3dc8dfb0-6c0a-4814-87ab-047a524e6dfc	7041740	47.0927119001	16.0640646474	26903.0	27717	research	2024-07-28	13.97213960353104	31c6c7e4-0eb3-4787-a6f7-cd3366606f02	414644835	jpeg	CC-BY-NC	1861	1246	0	almerj
c2d73af6-871c-4598-86b9-f419544fd1ba	78239	42.1850828453	12.6949348131	27692.0	27717	research	2016-01-29	3.79690374055176	92df023d-daeb-42f7-9d31-bd676531f1a7	2959738	jpg	CC-BY-NC	2048	1576	0	luca63
cd9bf8b6-fae5-48a9-bc46-65f4ac37dc22	787970	47.7988	13.39566	1457.0	27717	research	2023-07-11	1.1694690717121252	e4af67f4-9a78-4629-afaf-4813f532265b	299238462	jpg	CC-BY-NC	1152	2048	0	btree
57a2c423-d617-4a76-8c65-14f68e00f307	259033	45.6909630536	8.9927825427	27126.0	27717	research	2023-02-24	8.229617825165803	9f79fe82-3eda-4d3a-9392-c147c88e7412	257897442	jpeg	CC-BY-NC	831	575	0	paolamcasale
8c726027-bd56-4595-b523-4b92c3ae85cc	989593	41.9022834601	13.0391851158	27723.0	27717	research	2019-04-22	3.900562153487909	8201f9b5-fb51-40e5-97cd-bb9cc187b604	39683959	jpeg	CC-BY-NC	2048	1536	0	dirussoed
6e8ceac0-d464-4b0c-82c3-49dffe45b486	2771530	45.6147828937	8.9516465282	27126.0	27717	research	2021-04-14	8.229617825165803	e722c1f6-0697-43ee-9e08-d71d123bc4ec	120955932	jpg	CC-BY-NC	1536	2048	0	glaucus81
59e25d37-d803-4d1b-8a92-86cc3e29429d	30586	41.5448260966	13.2277281047	27785.0	27717	research	2023-03-19	3.880427538225638	461dbf08-18a4-4834-9621-fba82d69578a	261613003	jpeg	CC-BY-NC	2048	1151	0	drakiragavon
6e290add-cb61-4518-8e2a-f430ac39f9fa	20518	41.9143851882	13.1640755482	27723.0	27717	research	2014-07-20	6.553556214984309	106e3b96-2e62-4060-9792-e2c15392cb8b	109559919	jpg	CC-BY-NC	498	405	0	finrod
128a32f5-d7d1-440b-8441-774f8555ea4a	7204161	45.7369963339	13.5199699088	27126.0	27717	research	2023-12-27	1.682125803074978	bcd5d671-7f69-4102-adad-c641a635549c	357796872	jpeg	CC-BY-NC	1536	2048	0	marcobettoni
3da848f9-0bb4-4a3b-b84b-03bf354f4bb2	6567052	48.3127329669	16.2710452767	4.0	27717	research	2018-05-03	3.3309210592241434	c619570d-3dbb-48aa-9086-f58df353ac1f	260847593	jpeg	CC-BY-NC	2048	1152	0	robert3941
8b2f740c-a058-4ee6-8efc-4878463c8153	1945930	45.5890821795	9.454316949	27158.0	27717	research	2023-04-19	8.89637314488668	3ff84231-1305-418d-8ca1-d70a2b178268	278479657	jpg	CC-BY-NC	1356	1207	0	phylos
facf052e-b7d5-4759-b2a0-30e181c2b4ee	1052343	44.441594559	8.614019486	27317.0	27717	research	2019-06-07	3.728904932963402	54dec4d9-4076-4b50-8b00-f5e99ec7e516	43147836	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
d18dea28-f1c9-416a-bda8-63d6d117db4b	30480	43.1862008554	10.8708291442	27537.0	27717	research	2024-05-12	6.1314781808258125	4dc8417b-4ccb-49e5-b019-89d2b0f34cd1	380567670	jpeg	CC-BY-NC	2048	995	0	emilianomori
19d77e4a-568d-4329-b394-9c2d10499d1f	1718237			27537.0	27717	research	2022-05-27	6.1314781808258125	d2588f82-e62a-4704-8b23-7906168c4cd2	201198195	jpeg	CC-BY-NC	2048	1536	0	lucapassalacqua
cd716a16-52a6-488c-ac2c-4fb2045466fa	159947	44.4427132075	11.1385442428	27317.0	27717	research	2018-09-21	5.127859999388567	f5f3ada9-6da4-41ab-bdc8-2b5bfe5418bd	25253174	jpg	CC-BY-NC	2048	1631	0	jacopo_cristoni
ff35c9a7-8c07-49f9-9288-908a5d9f00d1	30480	43.0586716107	10.8575787643	27537.0	27717	research	2017-03-18	6.1314781808258125	dc7146f2-0f73-457c-b46d-c755a7abd49f	6618559	jpg	CC-BY-NC	1632	1224	0	emilianomori
c60d5ddc-efc6-42e0-8311-4c4cfeb9ef7b	172599	45.7048584445	9.8529782096	27126.0	27717	research	2018-05-20	3.430295433891937	ef48fd17-ad5e-4368-8aab-3fb0f4c159fc	18339439	jpg	CC-BY-NC	2048	1757	0	oasi_wwf_valpredina
69ab195f-87c6-4d98-825a-d1d39f221195	264811	39.5289713058	16.0069321391	28090.0	27717	research	2018-04-17	0.2181151317141299	502a936d-80fa-4eb8-8bee-f927ea38930d	15843720	jpeg	CC-BY-NC	1152	2048	0	aulax
0e608aea-5617-485a-8eb0-127586a46713	1871134	45.2040355604	14.0255100602	4.0	27717	research	2021-06-06	5.57366358437572	8509112b-ddd0-4778-8e2d-55d0cda6dc4c	134665677	jpg	CC-BY-NC	2048	1370	0	jednolist
f6e36bb0-d338-41b1-90a2-023f4ecca2a6	145330	45.3747819429	7.5737833475	27190.0	27717	research	2019-03-19	5.262782412109674	30231527-bf91-4a79-9a89-157f7e9c97c9	33180034	jpg	CC-BY-NC	2048	1536	0	gpmandriani
c6425757-1837-4b28-9859-0152da847e7e	1052343	44.5121625857	8.7088175882	27317.0	27717	research	2019-06-07	3.728904932963402	6e988c0c-0983-4029-aea3-57c24f7edbbe	45302783	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
e28a9d14-2fab-4de3-a8d5-76953807b092	437543	41.4683210566	14.4431259577	27785.0	27717	research	2018-08-16	4.286857712435087	89ae6408-4928-4e97-b034-93e3b638557d	62362101	jpg	CC-BY-NC	853	480	0	martina_falcione
5d50b1c5-fb16-441c-81c2-341241da15a0	1052343	44.5610279537	8.7391957577	27317.0	27717	research	2019-06-07	3.728904932963402	cf982897-5f60-4116-9c0b-b1cc8bb0bf47	43137801	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
ac886f63-f07f-4e54-8e73-0c94768cd208	78239	41.8169901112	13.0770201225	27723.0	27717	research	2019-03-03	6.553556214984309	833395e2-6b3a-4e7a-9aea-c40f30c51c7c	32468980	jpg	CC-BY-NC	2048	1357	0	luca63
480caefd-d242-45b6-945f-b71c05264150	1052343	44.4707485232	8.7214281244	27317.0	27717	research	2019-06-07	3.728904932963402	22901bd9-7383-4b42-89d3-8d4344d1d4fb	43148346	jpg	CC-BY-NC	1600	1063	0	maurizioappennino
3dcbed10-e34f-42f7-96cd-37d20fb829c9	64204	43.5475509887	13.7594799592	27474.0	27717	research	2016-03-31	2.289778166246613	1e929815-59a9-4e3e-890d-ecf869baa0de	53644256	jpeg	CC-BY-NC	2048	1536	0	minazaki
35c32a05-792f-4e61-a487-c75741397de1	637261	45.7914589656	9.8836317449	27126.0	27717	research	2020-09-14	3.430295433891937	3214e88d-cdfa-4c44-9ca1-53d59d8ffd14	100264199	jpeg	CC-BY-NC	1852	2048	0	gibellini_a_m
cf3cdacc-2d95-47be-9aa3-8a41226a7ec7	1888253	43.890008263	11.3236326209	27411.0	27717	research	2022-11-10	7.035647973997949	877ab131-6817-4399-a920-a0549a065929	242681119	jpeg	CC-BY-NC	2048	1532	0	mountaindude
486bde87-1c05-411f-8e97-4503b14475fd	140932	45.3462443753	7.963733793	27190.0	27717	research	2017-07-21	6.945516184019757	8d8bbe02-9e6f-420a-a68d-3328bfbd7fb4	9662999	jpg	CC-BY-NC	1152	2048	0	sandra_buzio
69bf6512-26ac-4cca-b127-1a40944fe6f3	6590473	47.487914	15.3920969722		27717	research	2023-10-25	1.0297375981604118	ce2b72ff-8ff4-4614-9afd-a044b25502c8	330749976	jpeg	CC-BY-NC	2048	1582	0	topfred
